entity_type,name,html_defined_count,css_selector_count,js_ref_count,html_attr_ref_count,js_created_count,html_used_count,css_defined_count,js_selector_ref_count,defined_count,js_call_count,html_inline_event_ref,addevent_ref,issue_flag
function,setAttribute,,,,,,,,,0.0,56.0,0.0,0.0,MISSING_FUNCTION_DEF
function,setDate,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,setItem,,,,,,,,,0.0,5.0,0.0,0.0,MISSING_FUNCTION_DEF
function,setProperty,,,,,,,,,0.0,3.0,0.0,0.0,MISSING_FUNCTION_DEF
function,setWidth,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,slice,,,,,,,,,0.0,12.0,0.0,0.0,MISSING_FUNCTION_DEF
function,some,,,,,,,,,0.0,15.0,0.0,0.0,MISSING_FUNCTION_DEF
function,sort,,,,,,,,,0.0,10.0,0.0,0.0,MISSING_FUNCTION_DEF
function,splice,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,split,,,,,,,,,0.0,13.0,0.0,0.0,MISSING_FUNCTION_DEF
function,startsWith,,,,,,,,,0.0,9.0,0.0,0.0,MISSING_FUNCTION_DEF
function,stopPropagation,,,,,,,,,0.0,2.0,0.0,0.0,MISSING_FUNCTION_DEF
function,stringify,,,,,,,,,0.0,5.0,0.0,0.0,MISSING_FUNCTION_DEF
function,table,,,,,,,,,0.0,2.0,0.0,0.0,MISSING_FUNCTION_DEF
function,test,,,,,,,,,0.0,15.0,0.0,0.0,MISSING_FUNCTION_DEF
function,then,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,toFixed,,,,,,,,,0.0,9.0,0.0,0.0,MISSING_FUNCTION_DEF
function,toLocaleString,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,toLowerCase,,,,,,,,,0.0,19.0,0.0,0.0,MISSING_FUNCTION_DEF
function,toString,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,toUpperCase,,,,,,,,,0.0,9.0,0.0,0.0,MISSING_FUNCTION_DEF
function,translateY,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,trim,,,,,,,,,0.0,195.0,0.0,0.0,MISSING_FUNCTION_DEF
function,type,,,,,,,,,0.0,4.0,0.0,0.0,MISSING_FUNCTION_DEF
function,values,,,,,,,,,0.0,7.0,0.0,0.0,MISSING_FUNCTION_DEF
function,var,,,,,,,,,0.0,2.0,0.0,0.0,MISSING_FUNCTION_DEF
function,warn,,,,,,,,,0.0,6.0,0.0,0.0,MISSING_FUNCTION_DEF
function,withFailureHandler,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
function,withSuccessHandler,,,,,,,,,0.0,4.0,0.0,0.0,MISSING_FUNCTION_DEF
function,wizardMoreMenuState,,,,,,,,,0.0,0.0,0.0,1.0,MISSING_FUNCTION_DEF
function,writeText,,,,,,,,,0.0,1.0,0.0,0.0,MISSING_FUNCTION_DEF
